timestamp,request_number,status_code,latency_ms
2026-09-22T23:04:34.574914,61,200,163.108
2026-09-22T23:04:34.576691,62,200,147.861
2026-09-22T23:04:35.593932,63,200,171.515
2026-09-22T23:04:35.595251,64,200,157.186
2026-09-22T23:04:36.604221,65,200,157.339
2026-09-22T23:04:36.604565,66,200,172.747
2026-09-22T23:04:37.587061,67,200,141.352
2026-09-22T23:04:37.608050,68,200,147.377
2026-09-22T23:04:38.598002,69,200,139.61
2026-09-22T23:04:38.614295,70,200,139.852
2026-09-22T23:04:39.608370,71,200,139.151
2026-09-22T23:04:39.629258,72,200,144.311
2026-09-22T23:04:40.620044,73,200,138.196
2026-09-22T23:04:40.641387,74,200,143.921
2026-09-22T23:04:41.641442,75,200,158.804
2026-09-22T23:04:41.658646,76,200,159.66
2026-09-22T23:04:42.641811,77,200,147.357
2026-09-22T23:04:42.658936,78,200,148.351
2026-09-22T23:04:43.657998,79,200,152.476
2026-09-22T23:04:43.668589,80,200,147.517
2026-09-22T23:04:44.741905,81,200,211.512
2026-09-22T23:04:44.744417,82,200,227.221
2026-09-22T23:04:45.690407,83,200,164.278
2026-09-22T23:04:45.695250,84,200,153.598
2026-09-22T23:04:46.695329,85,200,161.827
2026-09-22T23:04:46.695824,86,200,146.236
2026-09-22T23:04:47.710801,87,200,165.018
2026-09-22T23:04:47.716260,88,200,154.151
2026-09-22T23:04:48.686955,89,200,130.032
2026-09-22T23:04:48.714643,90,200,141.714
2026-09-22T23:04:49.719256,91,200,148.843
2026-09-22T23:04:49.736683,92,200,151.159
2026-09-22T23:04:50.755619,93,200,173.575
2026-09-22T23:04:50.756204,94,200,158.861
2026-09-22T23:04:51.744470,95,200,152.523
2026-09-22T23:04:51.762173,96,200,155.035
2026-09-22T23:04:52.750971,97,200,149.938
2026-09-22T23:04:52.774635,98,200,158.514
2026-09-22T23:04:53.774353,99,200,161.031
2026-09-22T23:04:53.781670,100,200,153.057
2026-09-22T23:04:54.786869,101,200,163.82
2026-09-22T23:04:54.792362,102,200,153.688
2026-09-22T23:04:55.772662,103,200,146.194
2026-09-22T23:04:55.783448,104,200,141.38
2026-09-22T23:04:56.794546,105,200,154.367
2026-09-22T23:04:56.806707,106,200,150.941
2026-09-22T23:04:57.807595,107,200,155.732
2026-09-22T23:04:57.817855,108,200,150.661
2026-09-22T23:04:58.791133,109,200,139.366
2026-09-22T23:04:58.805770,110,200,137.828
2026-09-22T23:04:59.810276,111,200,157.902
2026-09-22T23:04:59.827498,112,200,143.937
2026-09-22T23:05:00.802877,113,200,138.577
2026-09-22T23:05:00.830873,114,200,135.928
2026-09-22T23:05:01.819111,115,200,142.3
2026-09-22T23:05:01.833879,116,200,125.697
2026-09-22T23:05:02.826699,117,200,135.295
2026-09-22T23:05:02.857460,118,200,135.113
2026-09-22T23:05:03.842935,119,200,142.394
2026-09-22T23:05:03.864639,120,200,132.499
2026-09-22T23:05:04.319742,1,200,236.261
2026-09-22T23:05:04.468491,2,200,375.321
2026-09-22T23:05:04.468956,3,200,371.442
2026-09-22T23:05:04.475740,4,200,386.274
2026-09-22T23:05:04.477462,5,200,390.902
2026-09-22T23:05:05.355066,6,200,251.815
2026-09-22T23:05:05.439734,7,200,337.036
2026-09-22T23:05:05.461752,8,200,362.426
2026-09-22T23:05:05.465111,9,200,363.195
2026-09-22T23:05:05.497155,10,200,393.466
2026-09-22T23:05:06.312206,11,200,200.943
2026-09-22T23:05:06.322542,12,200,210.798
2026-09-22T23:05:06.499963,13,200,387.684
2026-09-22T23:05:06.510292,14,200,397.514
2026-09-22T23:05:06.515505,15,200,402.986
2026-09-22T23:05:07.406310,16,200,278.889
2026-09-22T23:05:07.444172,17,200,320.258
2026-09-22T23:05:07.469768,18,200,346.206
2026-09-22T23:05:07.513133,19,200,383.623
2026-09-22T23:05:07.514126,20,200,383.886
2026-09-22T23:05:08.329648,21,200,194.226
2026-09-22T23:05:08.497932,22,200,363.018
2026-09-22T23:05:08.531307,23,200,386.317
2026-09-22T23:05:08.533435,24,200,396.751
2026-09-22T23:05:08.534616,25,200,395.834
2026-09-22T23:05:09.448397,26,200,298.401
2026-09-22T23:05:09.461507,27,200,313.393
2026-09-22T23:05:09.472036,28,200,322.504
2026-09-22T23:05:09.520283,29,200,371.69
2026-09-22T23:05:09.551546,30,200,402.459
2026-09-22T23:05:10.497949,31,200,340.731
2026-09-22T23:05:10.545790,32,200,388.404
2026-09-22T23:05:10.547568,33,200,389.389
2026-09-22T23:05:10.558441,34,200,402.02
2026-09-22T23:05:10.560612,35,200,402.558
2026-09-22T23:05:11.519517,36,200,349.339
2026-09-22T23:05:11.569413,37,200,397.381
2026-09-22T23:05:11.579197,38,200,397.72
2026-09-22T23:05:11.583017,39,200,411.336
2026-09-22T23:05:11.583357,40,200,412.253
2026-09-22T23:05:12.465927,41,200,273.744
2026-09-22T23:05:12.558080,42,200,367.91
2026-09-22T23:05:12.577577,43,200,395.239
2026-09-22T23:05:12.578983,44,200,395.349
2026-09-22T23:05:12.586426,45,200,399.275
2026-09-22T23:05:13.422849,46,200,230.302
2026-09-22T23:05:13.526625,47,200,333.428
2026-09-22T23:05:13.556100,48,200,362.624
2026-09-22T23:05:13.564976,49,200,371.983
2026-09-22T23:05:13.586603,50,200,393.78
2026-09-22T23:05:14.477338,51,200,275.288
2026-09-22T23:05:14.570334,52,200,375.21
2026-09-22T23:05:14.580438,53,200,381.187
2026-09-22T23:05:14.596269,54,200,400.543
2026-09-22T23:05:14.598180,55,200,399.272
2026-09-22T23:05:15.549753,56,200,336.161
2026-09-22T23:05:15.554984,57,200,336.35
2026-09-22T23:05:15.582698,58,200,372.202
2026-09-22T23:05:15.593965,59,200,375.587
2026-09-22T23:05:15.600173,60,200,384.428
2026-09-22T23:05:16.513902,61,200,291.191
2026-09-22T23:05:16.530945,62,200,307.663
2026-09-22T23:05:16.579149,63,200,356.167
2026-09-22T23:05:16.598403,64,200,376.018
2026-09-22T23:05:16.613383,65,200,389.89
2026-09-22T23:05:17.549212,66,200,315.471
2026-09-22T23:05:17.549528,67,200,311.237
2026-09-22T23:05:17.586485,68,200,353.183
2026-09-22T23:05:17.614358,69,200,374.64
2026-09-22T23:05:17.629243,70,200,396.409
2026-09-22T23:05:18.548301,71,200,292.959
2026-09-22T23:05:18.564509,72,200,310.398
2026-09-22T23:05:18.569576,73,200,323.551
2026-09-22T23:05:18.610976,74,200,361.69
2026-09-22T23:05:18.648257,75,200,402.706
2026-09-22T23:05:19.594441,76,200,328.497
2026-09-22T23:05:19.627398,77,200,363.464
2026-09-22T23:05:19.632937,78,200,362.679
2026-09-22T23:05:19.648815,79,200,387.002
2026-09-22T23:05:19.652264,80,200,394.245
2026-09-22T23:05:20.521657,81,200,248.815
2026-09-22T23:05:20.605239,82,200,332.158
2026-09-22T23:05:20.628843,83,200,357.314
2026-09-22T23:05:20.655435,84,200,377.441
2026-09-22T23:05:20.655822,85,200,378.028
2026-09-22T23:05:21.581794,86,200,293.821
2026-09-22T23:05:21.619824,87,200,333.559
2026-09-22T23:05:21.664024,88,200,371.048
2026-09-22T23:05:21.678185,89,200,380.735
2026-09-22T23:05:21.683035,90,200,388.295
2026-09-22T23:05:22.645435,91,200,346.259
2026-09-22T23:05:22.666271,92,200,360.954
2026-09-22T23:05:22.686984,93,200,386.887
2026-09-22T23:05:22.714359,94,200,409.593
2026-09-22T23:05:22.723599,95,200,408.089
2026-09-22T23:05:23.588567,96,200,283.4
2026-09-22T23:05:23.652496,97,200,332.451
2026-09-22T23:05:23.666539,98,200,346.343
2026-09-22T23:05:23.670823,99,200,364.874
2026-09-22T23:05:23.703946,100,200,394.735
2026-09-22T23:05:24.643304,101,200,309.872
2026-09-22T23:05:24.647252,102,200,315.762
2026-09-22T23:05:24.710883,103,200,394.89
2026-09-22T23:05:24.743891,104,200,427.612
2026-09-22T23:05:24.749434,105,200,431.618
2026-09-22T23:05:25.605876,106,200,265.889
2026-09-22T23:05:25.658455,107,200,321.696
2026-09-22T23:05:25.710884,108,200,388.541
2026-09-22T23:05:25.716787,109,200,394.197
2026-09-22T23:05:25.726667,110,200,404.706
2026-09-22T23:05:26.607403,111,200,273.089
2026-09-22T23:05:26.668814,112,200,330.643
2026-09-22T23:05:26.711046,113,200,376.332
2026-09-22T23:05:26.740306,114,200,389.729
2026-09-22T23:05:26.740585,115,200,391.781
2026-09-22T23:05:27.541324,116,200,195.141
2026-09-22T23:05:27.630235,117,200,276.945
2026-09-22T23:05:27.678878,118,200,333.157
2026-09-22T23:05:27.747045,119,200,382.732
2026-09-22T23:05:27.747463,120,200,381.052
2026-09-22T23:05:28.630984,121,200,264.093
2026-09-22T23:05:28.715130,122,200,348.03
2026-09-22T23:05:28.720011,123,200,367.998
2026-09-22T23:05:28.738256,124,200,366.95
2026-09-22T23:05:28.748108,125,200,393.628
2026-09-22T23:05:29.708789,126,200,340.358
2026-09-22T23:05:29.758547,127,200,390.723
2026-09-22T23:05:29.767859,128,200,384.906
2026-09-22T23:05:29.770886,129,200,400.624
2026-09-22T23:05:29.771908,130,200,401.03
2026-09-22T23:05:30.738466,131,200,357.794
2026-09-22T23:05:30.750377,132,200,369.198
2026-09-22T23:05:30.792770,133,200,396.143
2026-09-22T23:05:30.802375,134,200,415.434
2026-09-22T23:05:30.804003,135,200,417.269
2026-09-22T23:05:31.727345,136,200,345.238
2026-09-22T23:05:31.728420,137,200,346.157
2026-09-22T23:05:31.764153,138,200,364.363
2026-09-22T23:05:31.772539,139,200,375.043
2026-09-22T23:05:31.776169,140,200,378.908
2026-09-22T23:05:32.656514,141,200,249.722
2026-09-22T23:05:32.742226,142,200,335.162
2026-09-22T23:05:32.751727,143,200,360.122
2026-09-22T23:05:32.763069,144,200,371.084
2026-09-22T23:05:32.786198,145,200,377.442
2026-09-22T23:05:33.680219,146,200,260.515
2026-09-22T23:05:33.755224,147,200,335.906
2026-09-22T23:05:33.770491,148,200,365.67
2026-09-22T23:05:33.795724,149,200,391.535
2026-09-22T23:05:33.798476,150,200,373.607
2026-09-22T23:05:34.705833,151,200,274.288
2026-09-22T23:05:34.773695,152,200,338.589
2026-09-22T23:05:34.774783,153,200,358.616
2026-09-22T23:05:34.785881,154,200,368.695
2026-09-22T23:05:34.809430,155,200,377.44
2026-09-22T23:05:35.756862,156,200,307.967
2026-09-22T23:05:35.773740,157,200,341.062
2026-09-22T23:05:35.774277,158,200,335.323
2026-09-22T23:05:35.794385,159,200,373.992
2026-09-22T23:05:35.810794,160,200,392.714
2026-09-22T23:05:36.728599,161,200,285.152
2026-09-22T23:05:36.763773,162,200,320.04
2026-09-22T23:05:36.796632,163,200,369.01
2026-09-22T23:05:36.832051,164,200,404.029
2026-09-22T23:05:36.837087,165,200,377.708
2026-09-22T23:05:37.722338,166,200,285.12
2026-09-22T23:05:37.764247,167,200,327.476
2026-09-22T23:05:37.820658,168,200,368.032
2026-09-22T23:05:37.832841,169,200,364.12
2026-09-22T23:05:37.833216,170,200,380.776
2026-09-22T23:05:38.609188,171,200,159.801
2026-09-22T23:05:38.646806,172,200,195.922
2026-09-22T23:05:38.819984,173,200,354.765
2026-09-22T23:05:38.820895,174,200,352.738
2026-09-22T23:05:38.835618,175,200,355.168
2026-09-22T23:05:39.813649,176,200,355.624
2026-09-22T23:05:39.824568,177,200,351.422
2026-09-22T23:05:39.829062,178,200,353.295
2026-09-22T23:05:39.834822,179,200,345.791
2026-09-22T23:05:39.859350,180,200,400.926
2026-09-22T23:05:40.788962,181,200,314.258
2026-09-22T23:05:40.804936,182,200,317.506
2026-09-22T23:05:40.834641,183,200,344.85
2026-09-22T23:05:40.876156,184,200,374.352
2026-09-22T23:05:40.876989,185,200,405.905
2026-09-22T23:05:41.709157,186,200,219.737
2026-09-22T23:05:41.749574,187,200,275.77
2026-09-22T23:05:41.762532,188,200,271.345
2026-09-22T23:05:41.866692,189,200,361.83
2026-09-22T23:05:41.876822,190,200,372.083
2026-09-22T23:05:42.754390,191,200,266.009
2026-09-22T23:05:42.803096,192,200,283.31
2026-09-22T23:05:42.876018,193,200,368.827
2026-09-22T23:05:42.881432,194,200,361.764
2026-09-22T23:05:42.881924,195,200,377.194
2026-09-22T23:05:43.821312,196,200,304.729
2026-09-22T23:05:43.863721,197,200,331.421
2026-09-22T23:05:43.871861,198,200,371.376
2026-09-22T23:05:43.886819,199,200,370.447
2026-09-22T23:05:43.888243,200,200,355.994
2026-09-22T23:05:44.725988,201,200,203.094
2026-09-22T23:05:44.761437,202,200,254.796
2026-09-22T23:05:44.909345,203,200,371.813
2026-09-22T23:05:44.914549,204,200,392.536
2026-09-22T23:05:44.916492,205,200,379.185
2026-09-22T23:05:45.759011,206,200,222.984
2026-09-22T23:05:45.769038,207,200,249.73
2026-09-22T23:05:45.821379,208,200,287.982
2026-09-22T23:05:45.881594,209,200,331.466
2026-09-22T23:05:45.915145,210,200,366.564
2026-09-22T23:05:46.730164,211,200,185.747
2026-09-22T23:05:46.792375,212,200,263.769
2026-09-22T23:05:46.885722,213,200,341.007
2026-09-22T23:05:46.932598,214,200,371.817
2026-09-22T23:05:46.937408,215,200,376.961
2026-09-22T23:05:47.871999,216,200,330.951
2026-09-22T23:05:47.884804,217,200,312.481
2026-09-22T23:05:47.926697,218,200,370.224
2026-09-22T23:05:47.927089,219,200,369.234
2026-09-22T23:05:47.941346,220,200,369.192
2026-09-22T23:05:48.765344,221,200,209.992
2026-09-22T23:05:48.862331,222,200,289.088
2026-09-22T23:05:48.936674,223,200,350.009
2026-09-22T23:05:48.941511,224,200,353.041
2026-09-22T23:05:48.952268,225,200,381.575
2026-09-22T23:05:49.846990,226,200,263.448
2026-09-22T23:05:49.875188,227,200,291.952
2026-09-22T23:05:49.888919,228,200,321.132
2026-09-22T23:05:49.949543,229,200,350.894
2026-09-22T23:05:49.976169,230,200,377.675
2026-09-22T23:05:50.982779,231,200,384.512
2026-09-22T23:05:50.985128,232,200,373.111
2026-09-22T23:05:50.994359,233,200,400.017
2026-09-22T23:05:50.995031,234,200,416.06
2026-09-22T23:05:50.995362,235,200,385.256
2026-09-22T23:05:51.928463,236,200,319.195
2026-09-22T23:05:51.944681,237,200,335.276
2026-09-22T23:05:51.945344,238,200,352.122
2026-09-22T23:05:51.973534,239,200,348.861
2026-09-22T23:05:51.993064,240,200,367.336
2026-09-22T23:05:52.941128,241,200,308.557
2026-09-22T23:05:53.024060,242,200,404.903
2026-09-22T23:05:53.028351,243,200,410.904
2026-09-22T23:05:53.029752,244,200,427.841
2026-09-22T23:05:53.030118,245,200,396.976
2026-09-22T23:05:53.910238,246,200,266.872
2026-09-22T23:05:53.951008,247,200,328.277
2026-09-22T23:05:54.010203,248,200,403.031
2026-09-22T23:05:54.015803,249,200,392.609
2026-09-22T23:05:54.016394,250,200,377.708
2026-09-22T23:05:54.901639,251,200,269.504
2026-09-22T23:05:54.938366,252,200,305.934
2026-09-22T23:05:55.022607,253,200,374.605
2026-09-22T23:05:55.054346,254,200,405.042
2026-09-22T23:05:55.055911,255,200,438.378
2026-09-22T23:05:55.791079,256,200,171.026
2026-09-22T23:05:55.866571,257,200,230.688
2026-09-22T23:05:55.949631,258,200,314.156
2026-09-22T23:05:55.985321,259,200,334.459
2026-09-22T23:05:56.023713,260,200,372.723
2026-09-22T23:05:56.906167,261,200,276.263
2026-09-22T23:05:56.911685,262,200,266.37
2026-09-22T23:05:56.987024,263,200,327.003
2026-09-22T23:05:57.013191,264,200,368.372
2026-09-22T23:05:57.035055,265,200,375.214
2026-09-22T23:05:57.920644,266,200,283.422
2026-09-22T23:05:57.962860,267,200,310.686
2026-09-22T23:05:57.989378,268,200,320.172
2026-09-22T23:05:58.016615,269,200,348.942
2026-09-22T23:05:58.026391,270,200,373.958
2026-09-22T23:05:58.876004,271,200,223.949
2026-09-22T23:05:58.945271,272,200,270.691
2026-09-22T23:05:59.018387,273,200,336.014
2026-09-22T23:05:59.024767,274,200,357.95
2026-09-22T23:05:59.040993,275,200,358.556
2026-09-22T23:05:59.899776,276,200,237.303
2026-09-22T23:05:59.960721,277,200,282.853
2026-09-22T23:05:59.988646,278,200,310.141
2026-09-22T23:06:00.053621,279,200,357.404
2026-09-22T23:06:00.058512,280,200,364.209
2026-09-22T23:06:00.936369,281,200,232.432
2026-09-22T23:06:01.007523,282,200,318.368
2026-09-22T23:06:01.030157,283,200,340.6
2026-09-22T23:06:01.037358,284,200,363.17
2026-09-22T23:06:01.068545,285,200,364.503
2026-09-22T23:06:01.990184,286,200,288.432
2026-09-22T23:06:02.025009,287,200,339.071
2026-09-22T23:06:02.056153,288,200,351.213
2026-09-22T23:06:02.114735,289,200,397.968
2026-09-22T23:06:02.119540,290,200,396.168
2026-09-22T23:06:02.971309,291,200,274.587
2026-09-22T23:06:03.021503,292,200,308.864
2026-09-22T23:06:03.082817,293,200,369.094
2026-09-22T23:06:03.105698,294,200,377.794
2026-09-22T23:06:03.133304,295,200,405.268
2026-09-22T23:06:03.958463,296,200,252.836
2026-09-22T23:06:04.032318,297,200,311.642
2026-09-22T23:06:04.035098,298,200,297.039
2026-09-22T23:06:04.097861,299,200,376.809
2026-09-22T23:06:04.103542,300,200,367.502
2026-09-22T23:06:04.335237,1,200,227.374
2026-09-22T23:06:04.448963,2,200,343.356
2026-09-22T23:06:04.536862,3,200,423.125
2026-09-22T23:06:04.781276,4,200,675.825
2026-09-22T23:06:04.844145,5,200,731.352
2026-09-22T23:06:04.853757,6,200,737.357
2026-09-22T23:06:04.904457,7,200,777.969
2026-09-22T23:06:04.905233,8,200,783.31
2026-09-22T23:06:04.906190,9,200,779.043
2026-09-22T23:06:04.906611,10,200,783.092
2026-09-22T23:06:05.456497,11,200,334.429
2026-09-22T23:06:05.480809,12,200,373.974
2026-09-22T23:06:05.519634,13,200,392.151
2026-09-22T23:06:05.524853,14,200,417.698
2026-09-22T23:06:05.709294,15,200,585.385
2026-09-22T23:06:05.710119,16,200,579.496
2026-09-22T23:06:05.714651,17,200,591.909
2026-09-22T23:06:05.851295,18,200,714.208
2026-09-22T23:06:05.882421,19,200,745.212
2026-09-22T23:06:05.902857,20,200,763.0
2026-09-22T23:06:06.429252,21,200,311.309
2026-09-22T23:06:06.430935,22,200,297.807
2026-09-22T23:06:06.491783,23,200,353.946
2026-09-22T23:06:06.582031,24,200,463.014
2026-09-22T23:06:06.778200,25,200,642.192
2026-09-22T23:06:06.816426,26,200,680.259
2026-09-22T23:06:06.829036,27,200,693.22
2026-09-22T23:06:06.855147,28,200,706.531
2026-09-22T23:06:06.899200,29,200,748.932
2026-09-22T23:06:06.907567,30,200,759.109
2026-09-22T23:06:07.486001,31,200,333.699
2026-09-22T23:06:07.688075,32,200,528.965
2026-09-22T23:06:07.701201,33,200,568.085
2026-09-22T23:06:07.841047,34,200,704.628
2026-09-22T23:06:07.887802,35,200,738.813
2026-09-22T23:06:07.913598,36,200,764.077
2026-09-22T23:06:07.914889,37,200,765.629
2026-09-22T23:06:07.956854,38,200,791.457
2026-09-22T23:06:07.957760,39,200,808.39
2026-09-22T23:06:07.957915,40,200,805.087
2026-09-22T23:06:08.577339,41,200,414.487
2026-09-22T23:06:08.858861,42,200,696.506
2026-09-22T23:06:08.873972,43,200,726.882
2026-09-22T23:06:08.879671,44,200,732.349
2026-09-22T23:06:08.890136,45,200,727.978
2026-09-22T23:06:08.929287,46,200,766.292
2026-09-22T23:06:08.932241,47,200,769.715
2026-09-22T23:06:08.932980,48,200,769.834
2026-09-22T23:06:08.933233,49,200,755.283
2026-09-22T23:06:08.933297,50,200,769.928
2026-09-22T23:06:09.598480,51,200,425.616
2026-09-22T23:06:09.738603,52,200,580.846
2026-09-22T23:06:09.808776,53,200,635.731
2026-09-22T23:06:09.813535,54,200,637.507
2026-09-22T23:06:09.911447,55,200,734.109
2026-09-22T23:06:09.942382,56,200,766.101
2026-09-22T23:06:09.947785,57,200,786.328
2026-09-22T23:06:09.953825,58,200,776.051
2026-09-22T23:06:09.967829,59,200,781.798
2026-09-22T23:06:09.969281,60,200,780.726
2026-09-22T23:06:10.532637,61,200,348.698
2026-09-22T23:06:10.776547,62,200,593.114
2026-09-22T23:06:10.871820,63,200,660.2
2026-09-22T23:06:10.881610,64,200,712.449
2026-09-22T23:06:10.883368,65,200,675.554
2026-09-22T23:06:10.888158,66,200,701.844
2026-09-22T23:06:10.986065,67,200,800.49
2026-09-22T23:06:11.051835,68,200,842.285
2026-09-22T23:06:11.054012,69,200,884.228
2026-09-22T23:06:11.054308,70,200,846.064
2026-09-22T23:06:11.480375,71,200,281.677
2026-09-22T23:06:11.520135,72,200,339.846
2026-09-22T23:06:11.545059,73,200,349.706
2026-09-22T23:06:11.706664,74,200,503.255
2026-09-22T23:06:11.891459,75,200,691.404
2026-09-22T23:06:11.937238,76,200,726.295
2026-09-22T23:06:11.992600,77,200,812.808
2026-09-22T23:06:12.010267,78,200,769.708
2026-09-22T23:06:12.023707,79,200,791.925
2026-09-22T23:06:12.031785,80,200,792.874
2026-09-22T23:06:12.480689,81,200,292.625
2026-09-22T23:06:12.645961,82,200,453.756
2026-09-22T23:06:12.651599,83,200,446.782
2026-09-22T23:06:12.676860,84,200,472.575
2026-09-22T23:06:12.881512,85,200,676.932
2026-09-22T23:06:12.906634,86,200,686.118
2026-09-22T23:06:12.942131,87,200,738.396
2026-09-22T23:06:12.945735,88,200,722.759
2026-09-22T23:06:12.993716,89,200,774.901
2026-09-22T23:06:13.005217,90,200,771.288
2026-09-22T23:06:13.446072,91,200,227.767
2026-09-22T23:06:13.600958,92,200,401.908
2026-09-22T23:06:13.741129,93,200,527.09
2026-09-22T23:06:13.752061,94,200,537.789
2026-09-22T23:06:13.882355,95,200,683.83
2026-09-22T23:06:13.913456,96,200,694.898
2026-09-22T23:06:13.954699,97,200,723.467
2026-09-22T23:06:13.964918,98,200,734.982
2026-09-22T23:06:13.992625,99,200,746.512
2026-09-22T23:06:14.011584,100,200,781.715
2026-09-22T23:06:14.494143,101,200,265.732
2026-09-22T23:06:14.525391,102,200,312.369
2026-09-22T23:06:14.667550,103,200,433.297
2026-09-22T23:06:14.710957,104,200,479.277
2026-09-22T23:06:14.787768,105,200,575.039
2026-09-22T23:06:14.888767,106,200,657.821
2026-09-22T23:06:14.913379,107,200,668.707
2026-09-22T23:06:14.972695,108,200,727.082
2026-09-22T23:06:15.017955,109,200,771.963
2026-09-22T23:06:15.034743,110,200,775.496
2026-09-22T23:06:15.654451,111,200,432.716
2026-09-22T23:06:15.741713,112,200,500.95
2026-09-22T23:06:15.801542,113,200,564.046
2026-09-22T23:06:15.855336,114,200,617.648
2026-09-22T23:06:15.931408,115,200,690.807
2026-09-22T23:06:15.964485,116,200,711.839
2026-09-22T23:06:15.974758,117,200,718.854
2026-09-22T23:06:15.996696,118,200,774.329
2026-09-22T23:06:16.028109,119,200,772.407
2026-09-22T23:06:16.034167,120,200,766.387
2026-09-22T23:06:16.550636,121,200,294.877
2026-09-22T23:06:16.832123,122,200,595.055
2026-09-22T23:06:16.859413,123,200,604.285
2026-09-22T23:06:16.860701,124,200,592.136
2026-09-22T23:06:16.899920,125,200,647.606
2026-09-22T23:06:16.925548,126,200,688.915
2026-09-22T23:06:17.019463,127,200,746.477
2026-09-22T23:06:17.039886,128,200,771.599
2026-09-22T23:06:17.041007,129,200,772.676
2026-09-22T23:06:17.041309,130,200,788.436
2026-09-22T23:06:17.516920,131,200,250.301
2026-09-22T23:06:17.527399,132,200,276.671
2026-09-22T23:06:17.528576,133,200,276.138
2026-09-22T23:06:17.755739,134,200,488.501
2026-09-22T23:06:17.859887,135,200,586.848
2026-09-22T23:06:17.874262,136,200,602.054
2026-09-22T23:06:17.923689,137,200,641.755
2026-09-22T23:06:17.994633,138,200,712.629
2026-09-22T23:06:18.067264,139,200,785.152
2026-09-22T23:06:18.068749,140,200,786.677
2026-09-22T23:06:18.627203,141,200,351.322
2026-09-22T23:06:18.643021,142,200,367.427
2026-09-22T23:06:18.723504,143,200,448.138
2026-09-22T23:06:18.752170,144,200,481.133
2026-09-22T23:06:18.918045,145,200,628.086
2026-09-22T23:06:19.032109,146,200,756.375
2026-09-22T23:06:19.040507,147,200,750.641
2026-09-22T23:06:19.042465,148,200,751.272
2026-09-22T23:06:19.046323,149,200,775.684
2026-09-22T23:06:19.077263,150,200,786.539
2026-09-22T23:06:19.745272,151,200,473.71
2026-09-22T23:06:19.765752,152,200,477.328
2026-09-22T23:06:19.780240,153,200,491.408
2026-09-22T23:06:19.817981,154,200,530.929
2026-09-22T23:06:19.870384,155,200,582.6
2026-09-22T23:06:19.901278,156,200,599.328
2026-09-22T23:06:20.031460,157,200,744.175
2026-09-22T23:06:20.095807,158,200,794.106
2026-09-22T23:06:20.097470,159,200,795.009
2026-09-22T23:06:20.097594,160,200,795.259
2026-09-22T23:06:20.608898,161,200,323.761
