timestamp,cpu,memory,request_rate,network,latency,resource_count,cpu_lag_1,cpu_lag_2,cpu_lag_3,request_lag_1,request_lag_2,request_lag_3,cpu_rolling_mean_3,request_rolling_mean_3,cpu_change,request_change,target_cpu_5min
2026-01-01 00:35:00,25.41,45.27,36.19,3.68,19.15,2,26.24,26.23,26.08,30.95,35.48,34.72,25.959999999999997,34.20666666666666,-0.8299999999999983,5.239999999999998,23.69
2026-01-01 00:36:00,26.65,48.02,30.79,3.69,19.64,2,25.41,26.24,26.23,36.19,30.95,35.48,26.099999999999998,32.643333333333324,1.2399999999999984,-5.399999999999999,25.43
2026-01-01 00:37:00,26.45,43.91,32.97,3.14,24.41,2,26.65,25.41,26.24,30.79,36.19,30.95,26.169999999999998,33.31666666666666,-0.1999999999999993,2.1799999999999997,25.07
2026-01-01 00:38:00,26.51,45.62,24.13,1.57,19.38,2,26.45,26.65,25.41,32.97,30.79,36.19,26.536666666666665,29.296666666666667,0.060000000000002274,-8.84,28.02
2026-01-01 00:39:00,24.3,43.7,20.0,2.59,20.14,2,26.51,26.45,26.65,24.13,32.97,30.79,25.75333333333333,25.7,-2.210000000000001,-4.129999999999999,26.73
2026-01-01 00:40:00,23.69,45.88,22.21,2.91,18.29,2,24.3,26.51,26.45,20.0,24.13,32.97,24.833333333333332,22.113333333333333,-0.6099999999999994,2.210000000000001,26.4
2026-01-01 00:41:00,25.43,42.46,27.73,2.82,20.02,2,23.69,24.3,26.51,22.21,20.0,24.13,24.473333333333333,23.313333333333333,1.7399999999999984,5.52,27.1
2026-01-01 00:42:00,25.07,45.26,29.97,1.31,19.15,2,25.43,23.69,24.3,27.73,22.21,20.0,24.73,26.636666666666667,-0.35999999999999943,2.2399999999999984,24.0
2026-01-01 00:43:00,28.02,44.42,30.59,3.02,19.43,2,25.07,25.43,23.69,29.97,27.73,22.21,26.173333333333336,29.429999999999996,2.9499999999999993,0.620000000000001,21.98
2026-01-01 00:44:00,26.73,44.23,30.24,4.36,22.54,2,28.02,25.07,25.43,30.59,29.97,27.73,26.606666666666666,30.266666666666666,-1.2899999999999991,-0.3500000000000014,21.22
2026-01-01 00:45:00,26.4,44.42,24.03,1.15,21.52,2,26.73,28.02,25.07,30.24,30.59,29.97,27.05,28.286666666666665,-0.33000000000000185,-6.209999999999997,24.37
2026-01-01 00:46:00,27.1,44.99,22.11,5.03,20.08,2,26.4,26.73,28.02,24.03,30.24,30.59,26.743333333333336,25.459999999999997,0.7000000000000028,-1.9200000000000017,23.93
2026-01-01 00:47:00,24.0,43.17,21.63,1.05,15.86,2,27.1,26.4,26.73,22.11,24.03,30.24,25.833333333333332,22.59,-3.1000000000000014,-0.4800000000000004,28.27
2026-01-01 00:48:00,21.98,43.12,28.79,2.5,18.41,2,24.0,27.1,26.4,21.63,22.11,24.03,24.360000000000003,24.176666666666666,-2.0199999999999996,7.16,26.27
2026-01-01 00:49:00,21.22,45.58,31.8,1.69,22.87,2,21.98,24.0,27.1,28.79,21.63,22.11,22.399999999999995,27.406666666666666,-0.7600000000000016,3.0100000000000016,26.42
2026-01-01 00:50:00,24.37,45.5,24.04,2.38,19.04,2,21.22,21.98,24.0,31.8,28.79,21.63,22.52333333333333,28.209999999999997,3.150000000000002,-7.760000000000002,29.0
2026-01-01 00:51:00,23.93,45.11,27.34,1.0,20.96,2,24.37,21.22,21.98,24.04,31.8,28.79,23.173333333333332,27.726666666666663,-0.4400000000000013,3.3000000000000007,31.76
2026-01-01 00:52:00,28.27,43.98,26.83,1.46,22.25,2,23.93,24.37,21.22,27.34,24.04,31.8,25.52333333333333,26.069999999999997,4.34,-0.5100000000000016,33.35
2026-01-01 00:53:00,26.27,42.42,24.9,1.0,20.06,2,28.27,23.93,24.37,26.83,27.34,24.04,26.156666666666666,26.356666666666666,-2.0,-1.9299999999999997,33.05
2026-01-01 00:54:00,26.42,46.16,29.56,2.72,18.49,2,26.27,28.27,23.93,24.9,26.83,27.34,26.986666666666668,27.096666666666664,0.15000000000000213,4.66,32.73
2026-01-01 00:55:00,29.0,46.9,35.95,4.55,16.57,2,26.42,26.27,28.27,29.56,24.9,26.83,27.23,30.136666666666667,2.5799999999999983,6.390000000000004,32.26
2026-01-01 00:56:00,31.76,49.06,41.33,4.48,21.74,2,29.0,26.42,26.27,35.95,29.56,24.9,29.060000000000002,35.61333333333334,2.7600000000000016,5.3799999999999955,32.07
2026-01-01 00:57:00,33.35,45.47,37.43,1.0,19.78,2,31.76,29.0,26.42,41.33,35.95,29.56,31.370000000000005,38.23666666666667,1.5899999999999999,-3.8999999999999986,29.9
2026-01-01 00:58:00,33.05,46.11,36.49,6.16,21.21,2,33.35,31.76,29.0,37.43,41.33,35.95,32.72,38.416666666666664,-0.30000000000000426,-0.9399999999999977,27.73
2026-01-01 00:59:00,32.73,43.18,38.83,3.74,19.02,2,33.05,33.35,31.76,36.49,37.43,41.33,33.04333333333333,37.583333333333336,-0.3200000000000003,2.3399999999999963,27.17
2026-01-01 01:00:00,32.26,45.51,44.2,2.59,20.41,2,32.73,33.05,33.35,38.83,36.49,37.43,32.68,39.839999999999996,-0.46999999999999886,5.3700000000000045,26.92
2026-01-01 01:01:00,32.07,48.22,41.87,3.79,20.82,2,32.26,32.73,33.05,44.2,38.83,36.49,32.35333333333333,41.63333333333333,-0.18999999999999773,-2.3300000000000054,26.86
2026-01-01 01:02:00,29.9,44.53,41.19,3.77,20.78,2,32.07,32.26,32.73,41.87,44.2,38.83,31.409999999999997,42.419999999999995,-2.1700000000000017,-0.6799999999999997,28.52
2026-01-01 01:03:00,27.73,45.98,35.96,2.06,18.32,2,29.9,32.07,32.26,41.19,41.87,44.2,29.900000000000002,39.67333333333333,-2.169999999999998,-5.229999999999997,30.36
2026-01-01 01:04:00,27.17,44.13,30.71,2.91,21.69,2,27.73,29.9,32.07,35.96,41.19,41.87,28.266666666666666,35.95333333333334,-0.5599999999999987,-5.25,30.36
2026-01-01 01:05:00,26.92,45.07,35.91,2.14,18.95,2,27.17,27.73,29.9,30.71,35.96,41.19,27.273333333333337,34.193333333333335,-0.25,5.199999999999996,32.19
2026-01-01 01:06:00,26.86,42.1,43.42,3.08,17.32,2,26.92,27.17,27.73,35.91,30.71,35.96,26.983333333333334,36.68,-0.060000000000002274,7.510000000000005,29.57
2026-01-01 01:07:00,28.52,45.15,43.19,2.64,19.97,2,26.86,26.92,27.17,43.42,35.91,30.71,27.433333333333334,40.839999999999996,1.6600000000000001,-0.23000000000000398,29.81
2026-01-01 01:08:00,30.36,39.64,48.35,1.96,20.52,2,28.52,26.86,26.92,43.19,43.42,35.91,28.58,44.98666666666666,1.8399999999999999,5.160000000000004,29.11
2026-01-01 01:09:00,30.36,45.25,49.89,4.46,20.71,2,30.36,28.52,26.86,48.35,43.19,43.42,29.746666666666666,47.14333333333334,0.0,1.5399999999999991,27.43
2026-01-01 01:10:00,32.19,43.0,46.27,4.81,22.84,2,30.36,30.36,28.52,49.89,48.35,43.19,30.97,48.17000000000001,1.8299999999999983,-3.6199999999999974,28.0
2026-01-01 01:11:00,29.57,47.76,47.98,4.85,19.97,2,32.19,30.36,30.36,46.27,49.89,48.35,30.706666666666667,48.04666666666666,-2.6199999999999974,1.7099999999999937,28.59
2026-01-01 01:12:00,29.81,46.99,55.43,5.94,20.19,2,29.57,32.19,30.36,47.98,46.27,49.89,30.52333333333333,49.89333333333334,0.23999999999999844,7.450000000000003,31.42
2026-01-01 01:13:00,29.11,46.12,54.42,5.11,18.58,2,29.81,29.57,32.19,55.43,47.98,46.27,29.496666666666666,52.60999999999999,-0.6999999999999993,-1.009999999999998,31.8
2026-01-01 01:14:00,27.43,47.64,61.49,4.43,21.17,2,29.11,29.81,29.57,54.42,55.43,47.98,28.78333333333333,57.11333333333334,-1.6799999999999997,7.07,29.57
2026-01-01 01:15:00,28.0,42.9,47.07,5.26,20.32,2,27.43,29.11,29.81,61.49,54.42,55.43,28.179999999999996,54.32666666666666,0.5700000000000003,-14.420000000000002,31.72
2026-01-01 01:16:00,28.59,48.5,51.01,2.3,19.52,2,28.0,27.43,29.11,47.07,61.49,54.42,28.006666666666664,53.19,0.5899999999999999,3.9399999999999977,32.13
2026-01-01 01:17:00,31.42,47.86,50.97,2.98,17.8,2,28.59,28.0,27.43,51.01,47.07,61.49,29.33666666666667,49.68333333333334,2.830000000000002,-0.03999999999999915,31.6
2026-01-01 01:18:00,31.8,45.66,48.99,2.72,22.89,2,31.42,28.59,28.0,50.97,51.01,47.07,30.603333333333335,50.32333333333333,0.379999999999999,-1.9799999999999969,30.58
2026-01-01 01:19:00,29.57,47.62,49.13,5.8,18.48,2,31.8,31.42,28.59,48.99,50.97,51.01,30.930000000000003,49.696666666666665,-2.2300000000000004,0.14000000000000057,28.62
2026-01-01 01:20:00,31.72,43.89,38.86,4.72,19.82,2,29.57,31.8,31.42,49.13,48.99,50.97,31.03,45.660000000000004,2.1499999999999986,-10.270000000000003,27.94
2026-01-01 01:21:00,32.13,44.6,38.26,3.98,21.32,2,31.72,29.57,31.8,38.86,49.13,48.99,31.14,42.083333333333336,0.4100000000000037,-0.6000000000000014,29.54
2026-01-01 01:22:00,31.6,44.84,40.58,5.06,18.89,2,32.13,31.72,29.57,38.26,38.86,49.13,31.816666666666663,39.23333333333333,-0.5300000000000011,2.3200000000000003,32.12
2026-01-01 01:23:00,30.58,44.65,48.33,2.79,18.26,2,31.6,32.13,31.72,40.58,38.26,38.86,31.436666666666667,42.38999999999999,-1.0200000000000031,7.75,33.41
2026-01-01 01:24:00,28.62,42.9,45.47,4.39,16.97,2,30.58,31.6,32.13,48.33,40.58,38.26,30.266666666666666,44.79333333333333,-1.9599999999999973,-2.8599999999999994,31.01
2026-01-01 01:25:00,27.94,47.23,41.39,3.33,21.11,2,28.62,30.58,31.6,45.47,48.33,40.58,29.046666666666667,45.06333333333333,-0.6799999999999997,-4.079999999999998,28.69
2026-01-01 01:26:00,29.54,44.82,39.17,4.6,19.5,2,27.94,28.62,30.58,41.39,45.47,48.33,28.7,42.01,1.5999999999999979,-2.219999999999999,29.1
2026-01-01 01:27:00,32.12,46.95,44.21,3.59,25.17,2,29.54,27.94,28.62,39.17,41.39,45.47,29.866666666666664,41.59,2.5799999999999983,5.039999999999999,26.84
2026-01-01 01:28:00,33.41,45.55,45.92,3.33,19.52,2,32.12,29.54,27.94,44.21,39.17,41.39,31.689999999999998,43.1,1.2899999999999991,1.7100000000000009,28.22
2026-01-01 01:29:00,31.01,42.21,43.2,4.48,19.2,2,33.41,32.12,29.54,45.92,44.21,39.17,32.18,44.443333333333335,-2.399999999999995,-2.719999999999999,28.29
2026-01-01 01:30:00,28.69,45.58,45.91,5.22,19.32,2,31.01,33.41,32.12,43.2,45.92,44.21,31.036666666666665,45.01,-2.3200000000000003,2.7099999999999937,27.72
2026-01-01 01:31:00,29.1,41.36,46.32,2.93,20.6,2,28.69,31.01,33.41,45.91,43.2,45.92,29.600000000000005,45.14333333333334,0.41000000000000014,0.4100000000000037,25.15
2026-01-01 01:32:00,26.84,44.26,51.06,4.25,19.13,2,29.1,28.69,31.01,46.32,45.91,43.2,28.209999999999997,47.76333333333333,-2.2600000000000016,4.740000000000002,26.8
2026-01-01 01:33:00,28.22,42.14,47.06,2.41,21.0,2,26.84,29.1,28.69,51.06,46.32,45.91,28.05333333333333,48.14666666666667,1.379999999999999,-4.0,26.43
2026-01-01 01:34:00,28.29,48.88,45.26,1.0,18.62,2,28.22,26.84,29.1,47.06,51.06,46.32,27.78333333333333,47.79333333333333,0.07000000000000028,-1.8000000000000043,25.26
2026-01-01 01:35:00,27.72,46.52,43.28,3.98,17.92,2,28.29,28.22,26.84,45.26,47.06,51.06,28.076666666666664,45.20000000000001,-0.5700000000000003,-1.9799999999999969,21.89
2026-01-01 01:36:00,25.15,44.01,36.1,3.98,16.83,2,27.72,28.29,28.22,43.28,45.26,47.06,27.05333333333333,41.546666666666674,-2.5700000000000003,-7.18,23.51
2026-01-01 01:37:00,26.8,46.91,38.29,3.65,16.49,2,25.15,27.72,28.29,36.1,43.28,45.26,26.55666666666667,39.223333333333336,1.6500000000000021,2.1899999999999977,27.17
2026-01-01 01:38:00,26.43,42.56,40.13,1.0,18.98,2,26.8,25.15,27.72,38.29,36.1,43.28,26.126666666666665,38.17333333333334,-0.370000000000001,1.8400000000000034,29.34
2026-01-01 01:39:00,25.26,44.93,40.55,2.92,19.1,2,26.43,26.8,25.15,40.13,38.29,36.1,26.16333333333333,39.656666666666666,-1.1699999999999982,0.4199999999999946,27.37
2026-01-01 01:40:00,21.89,43.06,39.73,1.0,17.99,2,25.26,26.43,26.8,40.55,40.13,38.29,24.526666666666667,40.13666666666666,-3.370000000000001,-0.8200000000000003,25.91
2026-01-01 01:41:00,23.51,43.75,33.08,4.87,21.1,2,21.89,25.26,26.43,39.73,40.55,40.13,23.55333333333333,37.78666666666667,1.620000000000001,-6.649999999999999,26.8
2026-01-01 01:42:00,27.17,47.05,31.93,1.08,21.73,2,23.51,21.89,25.26,33.08,39.73,40.55,24.189999999999998,34.913333333333334,3.66,-1.1499999999999986,25.9
2026-01-01 01:43:00,29.34,46.73,31.26,4.54,19.78,2,27.17,23.51,21.89,31.93,33.08,39.73,26.673333333333332,32.089999999999996,2.169999999999998,-0.6699999999999982,27.35
2026-01-01 01:44:00,27.37,45.16,28.35,3.83,17.24,2,29.34,27.17,23.51,31.26,31.93,33.08,27.959999999999997,30.513333333333335,-1.9699999999999989,-2.91,29.08
2026-01-01 01:45:00,25.91,40.76,28.87,1.1,18.81,2,27.37,29.34,27.17,28.35,31.26,31.93,27.540000000000003,29.493333333333336,-1.4600000000000009,0.5199999999999996,30.87
2026-01-01 01:46:00,26.8,42.46,32.18,1.04,18.92,2,25.91,27.37,29.34,28.87,28.35,31.26,26.69333333333333,29.8,0.8900000000000006,3.3099999999999987,29.38
2026-01-01 01:47:00,25.9,43.82,42.64,4.15,18.68,2,26.8,25.91,27.37,32.18,28.87,28.35,26.203333333333333,34.56333333333333,-0.9000000000000021,10.46,28.3
2026-01-01 01:48:00,27.35,44.76,43.7,2.45,18.88,2,25.9,26.8,25.91,42.64,32.18,28.87,26.683333333333337,39.50666666666667,1.4500000000000028,1.0600000000000023,26.65
2026-01-01 01:49:00,29.08,42.92,45.09,3.99,19.25,2,27.35,25.9,26.8,43.7,42.64,32.18,27.44333333333333,43.81,1.7299999999999969,1.3900000000000006,26.57
2026-01-01 01:50:00,30.87,50.63,44.71,3.08,19.98,2,29.08,27.35,25.9,45.09,43.7,42.64,29.099999999999998,44.5,1.7900000000000027,-0.38000000000000256,27.32
2026-01-01 01:51:00,29.38,48.32,35.14,1.0,19.33,2,30.87,29.08,27.35,44.71,45.09,43.7,29.776666666666667,41.64666666666667,-1.490000000000002,-9.57,28.79
2026-01-01 01:52:00,28.3,46.11,35.8,1.0,20.41,2,29.38,30.87,29.08,35.14,44.71,45.09,29.516666666666666,38.55,-1.0799999999999983,0.6599999999999966,30.52
2026-01-01 01:53:00,26.65,44.47,36.84,3.47,20.34,2,28.3,29.38,30.87,35.8,35.14,44.71,28.11,35.92666666666667,-1.6500000000000021,1.0400000000000063,28.64
2026-01-01 01:54:00,26.57,43.88,49.8,3.39,18.42,2,26.65,28.3,29.38,36.84,35.8,35.14,27.173333333333332,40.81333333333333,-0.0799999999999983,12.959999999999994,31.28
2026-01-01 01:55:00,27.32,42.66,48.46,3.29,21.82,2,26.57,26.65,28.3,49.8,36.84,35.8,26.846666666666668,45.03333333333333,0.75,-1.3399999999999963,30.58
2026-01-01 01:56:00,28.79,45.23,49.69,5.27,18.71,2,27.32,26.57,26.65,48.46,49.8,36.84,27.56,49.31666666666666,1.4699999999999989,1.2299999999999969,30.74
2026-01-01 01:57:00,30.52,46.2,49.14,5.94,18.07,2,28.79,27.32,26.57,49.69,48.46,49.8,28.876666666666665,49.096666666666664,1.7300000000000004,-0.5499999999999972,29.38
2026-01-01 01:58:00,28.64,42.54,42.97,3.24,20.73,2,30.52,28.79,27.32,49.14,49.69,48.46,29.316666666666663,47.26666666666666,-1.879999999999999,-6.170000000000002,26.44
2026-01-01 01:59:00,31.28,46.61,48.84,3.64,19.4,2,28.64,30.52,28.79,42.97,49.14,49.69,30.146666666666665,46.98333333333333,2.6400000000000006,5.8700000000000045,28.94
2026-01-01 02:00:00,30.58,45.39,52.3,5.2,20.99,2,31.28,28.64,30.52,48.84,42.97,49.14,30.166666666666668,48.03666666666667,-0.7000000000000028,3.4599999999999937,30.52
2026-01-01 02:01:00,30.74,41.94,55.67,2.7,16.93,2,30.58,31.28,28.64,52.3,48.84,42.97,30.866666666666664,52.27,0.16000000000000014,3.3700000000000045,30.75
2026-01-01 02:02:00,29.38,43.56,50.27,4.61,22.38,2,30.74,30.58,31.28,55.67,52.3,48.84,30.23333333333333,52.74666666666667,-1.3599999999999994,-5.399999999999999,30.99
2026-01-01 02:03:00,26.44,43.43,56.86,5.66,20.77,2,29.38,30.74,30.58,50.27,55.67,52.3,28.853333333333335,54.26666666666667,-2.9399999999999977,6.589999999999996,31.55
2026-01-01 02:04:00,28.94,48.9,48.9,5.18,17.96,2,26.44,29.38,30.74,56.86,50.27,55.67,28.253333333333334,52.01,2.5,-7.960000000000001,28.8
2026-01-01 02:05:00,30.52,46.8,51.52,1.47,18.28,2,28.94,26.44,29.38,48.9,56.86,50.27,28.633333333333336,52.42666666666667,1.5799999999999983,2.6200000000000045,28.34
2026-01-01 02:06:00,30.75,43.09,61.95,4.12,23.04,2,30.52,28.94,26.44,51.52,48.9,56.86,30.070000000000004,54.123333333333335,0.23000000000000043,10.43,29.47
2026-01-01 02:07:00,30.99,46.82,55.64,3.41,19.47,2,30.75,30.52,28.94,61.95,51.52,48.9,30.75333333333333,56.370000000000005,0.23999999999999844,-6.310000000000002,27.18
2026-01-01 02:08:00,31.55,42.95,51.96,4.57,19.43,2,30.99,30.75,30.52,55.64,61.95,51.52,31.096666666666668,56.51666666666667,0.5600000000000023,-3.6799999999999997,27.65
2026-01-01 02:09:00,28.8,47.24,51.9,5.13,16.78,2,31.55,30.99,30.75,51.96,55.64,61.95,30.44666666666667,53.166666666666664,-2.75,-0.060000000000002274,25.7
2026-01-01 02:10:00,28.34,43.98,48.83,6.4,19.58,2,28.8,31.55,30.99,51.9,51.96,55.64,29.563333333333333,50.89666666666667,-0.46000000000000085,-3.0700000000000003,26.88
2026-01-01 02:11:00,29.47,45.13,40.77,2.72,19.96,2,28.34,28.8,31.55,48.83,51.9,51.96,28.87,47.166666666666664,1.129999999999999,-8.059999999999995,27.49
2026-01-01 02:12:00,27.18,47.16,41.45,2.78,20.96,2,29.47,28.34,28.8,40.77,48.83,51.9,28.33,43.68333333333334,-2.289999999999999,0.6799999999999997,25.25
2026-01-01 02:13:00,27.65,42.1,36.43,4.82,17.88,2,27.18,29.47,28.34,41.45,40.77,48.83,28.099999999999998,39.550000000000004,0.46999999999999886,-5.020000000000003,27.87
2026-01-01 02:14:00,25.7,41.2,39.48,3.8,17.35,2,27.65,27.18,29.47,36.43,41.45,40.77,26.843333333333334,39.12,-1.9499999999999993,3.049999999999997,27.05
2026-01-01 02:15:00,26.88,43.24,35.32,4.9,20.51,2,25.7,27.65,27.18,39.48,36.43,41.45,26.743333333333336,37.07666666666667,1.1799999999999997,-4.159999999999997,25.98
2026-01-01 02:16:00,27.49,46.7,43.85,4.16,21.46,2,26.88,25.7,27.65,35.32,39.48,36.43,26.689999999999998,39.550000000000004,0.6099999999999994,8.530000000000001,26.93
2026-01-01 02:17:00,25.25,40.8,40.02,1.67,17.19,2,27.49,26.88,25.7,43.85,35.32,39.48,26.540000000000003,39.730000000000004,-2.2399999999999984,-3.8299999999999983,29.45
2026-01-01 02:18:00,27.87,39.09,38.81,1.3,21.64,2,25.25,27.49,26.88,40.02,43.85,35.32,26.87,40.89333333333334,2.620000000000001,-1.2100000000000009,27.28
2026-01-01 02:19:00,27.05,43.57,43.37,1.36,19.93,2,27.87,25.25,27.49,38.81,40.02,43.85,26.723333333333333,40.73333333333334,-0.8200000000000003,4.559999999999995,27.59
2026-01-01 02:20:00,25.98,45.2,37.35,4.17,21.31,2,27.05,27.87,25.25,43.37,38.81,40.02,26.96666666666667,39.843333333333334,-1.0700000000000003,-6.019999999999996,28.46
2026-01-01 02:21:00,26.93,46.82,39.1,5.11,19.74,2,25.98,27.05,27.87,37.35,43.37,38.81,26.653333333333332,39.94,0.9499999999999993,1.75,29.72
2026-01-01 02:22:00,29.45,44.38,46.11,6.69,16.52,2,26.93,25.98,27.05,39.1,37.35,43.37,27.453333333333333,40.85333333333333,2.5199999999999996,7.009999999999998,29.33
2026-01-01 02:23:00,27.28,43.72,37.98,4.49,19.68,2,29.45,26.93,25.98,46.11,39.1,37.35,27.886666666666667,41.06333333333333,-2.169999999999998,-8.130000000000003,27.83
2026-01-01 02:24:00,27.59,46.96,39.47,5.1,21.56,2,27.28,29.45,26.93,37.98,46.11,39.1,28.10666666666667,41.18666666666667,0.3099999999999987,1.490000000000002,26.41
2026-01-01 02:25:00,28.46,41.22,41.21,2.63,18.78,2,27.59,27.28,29.45,39.47,37.98,46.11,27.776666666666667,39.553333333333335,0.870000000000001,1.740000000000002,27.01
2026-01-01 02:26:00,29.72,44.62,45.42,2.13,19.77,2,28.46,27.59,27.28,41.21,39.47,37.98,28.59,42.03333333333333,1.259999999999998,4.210000000000001,25.79
