timestamp,cpu_percent,memory_used_mib,network_rx_rate_mib_s,network_tx_rate_mib_s,resource_count,request_rate,latency_ms
2026-09-22 23:11:10,83.57,24.24,0.009999999999999964,0.009999999999999964,2.0,9.6,585.1752291666667
2026-09-22 23:11:20,78.08,24.22,,,2.0,9.2,600.3038913043478
2026-09-22 23:11:25,79.92,24.7,0.009999999999999964,0.009999999999999964,2.0,9.8,625.9044693877551
2026-09-22 23:11:30,80.7,24.55,0.008000000000000007,0.008000000000000007,2.0,9.8,642.3111020408163
2026-09-22 23:11:35,79.46,24.31,0.008000000000000007,0.0060000000000000496,2.0,10.0,656.5413800000001
2026-09-22 23:11:45,80.13,24.05,,,2.0,9.8,621.6013673469388
2026-09-22 23:11:50,101.77,23.91,0.008000000000000007,0.008000000000000007,2.0,9.8,816.8441224489796
2026-09-22 23:12:00,89.79,24.0,,,2.0,10.0,608.34064
2026-09-22 23:12:05,0.02,23.61,0.008000000000000007,0.005999999999999872,2.0,2.0,597.1025999999999
2026-09-22 23:12:10,0.01,23.34,0.0,0.0,2.0,0.0,0.0
2026-09-22 23:12:20,0.03,23.29,,,2.0,0.0,0.0
2026-09-22 23:12:25,0.02,23.06,0.0,0.0,2.0,0.0,0.0
2026-09-22 23:12:35,0.03,23.06,,,2.0,2.0,176.00150000000002
2026-09-22 23:12:40,15.08,24.07,0.0019999999999999575,0.002000000000000135,2.0,2.0,178.1056
2026-09-22 23:12:50,18.77,24.12,,,2.0,2.0,178.8407
2026-09-22 23:12:55,14.46,24.21,0.0019999999999999575,0.0,2.0,2.0,182.06990000000002
2026-09-22 23:13:00,14.0,24.29,0.002000000000000135,0.0019999999999999575,2.0,1.8,166.30766666666668
2026-09-22 23:13:10,15.29,24.11,,,2.0,2.0,165.5947
2026-09-22 23:13:15,16.45,24.17,0.0019999999999999575,0.0019999999999999575,2.0,2.0,177.2627
2026-09-22 23:13:20,14.32,23.44,0.0019999999999999575,0.0,2.0,2.0,159.68599999999998
2026-09-22 23:13:30,15.39,24.29,,,2.0,2.0,160.8158
2026-09-22 23:13:35,39.32,24.91,0.004000000000000092,0.003999999999999915,2.0,4.8,359.19283333333334
2026-09-22 23:13:45,39.63,23.9,,,2.0,4.8,346.0434583333333
2026-09-22 23:13:50,41.92,25.04,0.004000000000000092,0.004000000000000092,2.0,5.0,372.99415999999997
2026-09-22 23:14:00,39.13,24.1,,,2.0,4.8,383.3232083333333
2026-09-22 23:14:05,39.91,23.85,0.0060000000000000496,0.004000000000000092,2.0,5.0,363.43072
2026-09-22 23:14:10,44.02,24.94,0.003999999999999915,0.003999999999999915,2.0,5.0,374.81627999999995
2026-09-22 23:14:20,43.03,23.97,,,2.0,5.0,352.14988
2026-09-22 23:14:25,41.01,24.16,0.003999999999999915,0.003999999999999915,2.0,5.0,354.03123999999997
2026-09-22 23:14:30,40.08,23.87,0.004000000000000092,0.004000000000000092,2.0,5.0,345.17144
2026-09-22 23:14:40,84.71,24.66,,,2.0,10.0,686.01948
2026-09-22 23:14:45,85.2,24.25,0.008000000000000007,0.00799999999999983,2.0,10.0,748.1350199999999
2026-09-22 23:14:50,81.71,24.75,0.008000000000000007,0.008000000000000007,2.0,10.0,639.51116
2026-09-22 23:15:00,81.93,24.14,,,2.0,10.0,639.89314
2026-09-22 23:15:05,81.6,23.98,0.009999999999999964,0.009999999999999964,2.0,10.0,619.4098799999999
2026-09-22 23:15:10,81.75,24.06,0.008000000000000007,0.0060000000000000496,2.0,10.0,641.10008
2026-09-22 23:15:20,81.13,24.18,,,2.0,10.0,629.80056
2026-09-22 23:15:25,81.6,24.18,0.009999999999999964,0.009999999999999964,2.0,10.0,609.8957800000001
2026-09-22 23:15:35,82.35,24.03,,,2.0,2.2,656.7955454545455
2026-09-22 23:15:40,0.02,23.11,0.0,0.0,2.0,0.0,0.0
2026-09-22 23:15:50,0.02,23.09,,,2.0,0.0,0.0
2026-09-22 23:15:55,0.01,23.04,0.0,0.0,2.0,0.0,0.0
2026-09-22 23:16:00,0.02,23.04,0.0,0.0,2.0,0.0,0.0
2026-09-22 23:16:10,0.02,23.04,,,2.0,0.0,0.0
2026-09-22 23:16:15,0.02,23.04,0.0,0.0,2.0,0.0,0.0
2026-09-22 23:16:25,0.02,23.04,,,2.0,0.0,0.0
